"embla__slide__inner href","embla__slide__img src","embla__slide__img src 2","embla__slide__inner href 3","embla__slide__img src 3","embla__slide__img src 4","embla","embla__slide__number 2","price-content","detailed-info-container","detailed-info-container 2","detailed-info-container 3","property-name","property-description","agent-name","agency-name","idx-logo src"
"https://www.homes.com/property/7217-springleaf-ct-citrus-heights-ca/6l0f3193m6sj5/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/2054198974-729886612/7217-springleaf-ct-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/7217-springleaf-ct-citrus-heights-ca/6l0f3193m6sj5/","https://images.homes.com/listings/117/4364198974-729886612/7217-springleaf-ct-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/1464198974-729886612/7217-springleaf-ct-citrus-heights-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/7217-springleaf-ct-citrus-heights-ca/6l0f3193m6sj5/"" role=""link"" aria-label=""7217 Springleaf Ct, Citrus Heights, CA 95621"" title=""7217 Springleaf Ct, Citrus Heights, CA 95621"">
                                    <img class=""embla__slide__img image-container"" alt=""7217 Springleaf Ct, Citrus Heights, CA 95621"" />
                                </a>
                            </div>
                        </div>","43","$535,000","3 Beds","2 Baths","1,298 Sq Ft","7217 Springleaf Ct, Citrus Heights, CA 95621","Situated at 7217 Springleaf Ct, Citrus Heights, CA, this residential ranch-style property presents an attractive and well-maintained opportunity. The living room offers an inviting atmosphere with its soaring high ceiling, creating an expansive sense of openness. A cozy fireplace provides a central point of comfort. Enjoy parties with the Kitchen Panoramic doors going to the back yard patio area.","Jesse Bassler","Realty Agents Inc",""
"https://www.homes.com/property/6920-amberwick-way-citrus-heights-ca/sbjc28emhmfey/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/7518614184-674721712/6920-amberwick-way-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/6920-amberwick-way-citrus-heights-ca/sbjc28emhmfey/","https://images.homes.com/listings/117/0618614184-674721712/6920-amberwick-way-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/2618614184-674721712/6920-amberwick-way-citrus-heights-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/6920-amberwick-way-citrus-heights-ca/sbjc28emhmfey/"" role=""link"" aria-label=""6920 Amberwick Way, Citrus Heights, CA 95621"" title=""6920 Amberwick Way, Citrus Heights, CA 95621"">
                                    <img class=""embla__slide__img image-container"" alt=""6920 Amberwick Way, Citrus Heights, CA 95621"" />
                                </a>
                            </div>
                        </div>","38","$510,000","3 Beds","2 Baths","1,426 Sq Ft","6920 Amberwick Way, Citrus Heights, CA 95621","This charming, light-filled home offers a versatile layout designed to suit a variety of lifestyles. Located in a desirable, well-established neighborhood just steps from Brooktree Park, this move-in ready 3-bedroom, 2-bath home combines comfort, efficiency, and thoughtful updates. The well-cared-for interior features newer interior paint, stylish LVP flooring throughout, recessed lighting in the","Stacie Davis","Berkshire Hathaway HomeServices-Drysdale Properties","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/7518-quail-vista-ln-citrus-heights-ca/5klnfnnm8pssm/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/0919107084-604549612/7518-quail-vista-ln-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/7518-quail-vista-ln-citrus-heights-ca/5klnfnnm8pssm/","https://images.homes.com/listings/117/5919107084-604549612/7518-quail-vista-ln-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/7919107084-604549612/7518-quail-vista-ln-citrus-heights-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/7518-quail-vista-ln-citrus-heights-ca/5klnfnnm8pssm/"" role=""link"" aria-label=""7518 Quail Vista Ln, Citrus Heights, CA 95610"" title=""7518 Quail Vista Ln, Citrus Heights, CA 95610"">
                                    <img class=""embla__slide__img image-container"" alt=""7518 Quail Vista Ln, Citrus Heights, CA 95610"" />
                                </a>
                            </div>
                        </div>","50","$525,000","3 Beds","2.5 Baths","1,898 Sq Ft","7518 Quail Vista Ln, Citrus Heights, CA 95610","Beautifully maintained home in Oak Crest Village. From the private entry to the backyard that backs directly to the park, this one truly delivers on charm and lifestyle. The setting offers peaceful views and an unbeatable indoor-outdoor flow you feel the moment you arrive. The well-managed HOA includes homeowners insurance, pools, and exterior maintenance, making this an ideal low-maintenance","Tamara Bish","GUIDE Real Estate","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/6531-greencreek-way-citrus-heights-ca/k48xzwptfc85g/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/8514834374-567399312/6531-greencreek-way-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/6531-greencreek-way-citrus-heights-ca/k48xzwptfc85g/","https://images.homes.com/listings/117/5614834374-567399312/6531-greencreek-way-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/8614834374-567399312/6531-greencreek-way-citrus-heights-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/6531-greencreek-way-citrus-heights-ca/k48xzwptfc85g/"" role=""link"" aria-label=""6531 Greencreek Way, Citrus Heights, CA 95621"" title=""6531 Greencreek Way, Citrus Heights, CA 95621"">
                                    <img class=""embla__slide__img image-container"" alt=""6531 Greencreek Way, Citrus Heights, CA 95621"" />
                                </a>
                            </div>
                        </div>","33","$524,999","3 Beds","2 Baths","1,558 Sq Ft","6531 Greencreek Way, Citrus Heights, CA 95621","Welcome to this beautifully refreshed and move-in ready gem located in the highly sought-after Park Woods neighborhood of Citrus Heights. This home has been thoughtfully updated to offer a clean, modern aesthetic that is perfect for anyone looking for a turnkey residence in a prime location. The interior boasts a full remodel, featuring brand-new premium vinyl plank flooring that is as durable as","Luis Shalabi","eXp Realty of California Inc.","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/5701-chipping-way-citrus-heights-ca/gvqrg4dz1xehv/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/4397573174-351782312/5701-chipping-way-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/5701-chipping-way-citrus-heights-ca/gvqrg4dz1xehv/","https://images.homes.com/listings/117/0957573174-351782312/5701-chipping-way-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/9757573174-351782312/5701-chipping-way-citrus-heights-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/5701-chipping-way-citrus-heights-ca/gvqrg4dz1xehv/"" role=""link"" aria-label=""5701 Chipping Way, Citrus Heights, CA 95621"" title=""5701 Chipping Way, Citrus Heights, CA 95621"">
                                    <img class=""embla__slide__img image-container"" alt=""5701 Chipping Way, Citrus Heights, CA 95621"" />
                                </a>
                            </div>
                        </div>","42","$532,500","3 Beds","2 Baths","1,489 Sq Ft","5701 Chipping Way, Citrus Heights, CA 95621","Welcome to this beautifully updated home situated on a large corner lot with eye-catching modern landscaping in both the front and backyard. Offering 3-4 bedrooms, 2 bathrooms, and 1,489 sq. ft., this home blends comfort, style, and functionality. The updated kitchen features stainless steel appliances, soft-close cabinetry, and deep pantry drawers, opening seamlessly to the living-room perfect","Michele Stewart","REMAX Dream Homes","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/6244-longford-dr-citrus-heights-ca-unit-3/qyeq35y4vv09w/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/111/1105497084-586479612/6244-longford-dr-citrus-heights-ca-primaryphoto.jpg?t=p","https://www.homes.com/property/6244-longford-dr-citrus-heights-ca-unit-3/qyeq35y4vv09w/","https://images.homes.com/listings/111/6105497084-586479612/6244-longford-dr-citrus-heights-ca-buildingphoto-2.jpg?t=p","https://images.homes.com/listings/111/3205497084-586479612/6244-longford-dr-citrus-heights-ca-buildingphoto-3.jpg?t=p","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/6244-longford-dr-citrus-heights-ca-unit-3/qyeq35y4vv09w/"" role=""link"" aria-label=""6244 Longford Dr Unit 3, Citrus Heights, CA 95621"" title=""6244 Longford Dr Unit 3, Citrus Heights, CA 95621"">
                                    <img class=""embla__slide__img image-container"" alt=""6244 Longford Dr Unit 3, Citrus Heights, CA 95621"" />
                                </a>
                            </div>
                        </div>","12","$269,000","2 Beds","1 Bath","840 Sq Ft","6244 Longford Dr Unit 3, Citrus Heights, CA 95621","Beautifully remodeled condo with stylish finishes throughout. One of the nicest unit in the community, featuring dual-pane windows, smooth wall and ceiling texture, laminate flooring, and neutral colors that create a bright, modern feel. Perfectly located near pool. Move-in ready and perfect for an owner-occupant who appreciates quality living or an investor seeking a low-maintenance rental.","Tatyana Makovey","TNM Realty","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/7802-hampton-ln-citrus-heights-ca/59cne9m4gnd2r/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/7479932874-651520612/7802-hampton-ln-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/7802-hampton-ln-citrus-heights-ca/59cne9m4gnd2r/","https://images.homes.com/listings/117/5579932874-651520612/7802-hampton-ln-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/9579932874-651520612/7802-hampton-ln-citrus-heights-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/7802-hampton-ln-citrus-heights-ca/59cne9m4gnd2r/"" role=""link"" aria-label=""7802 Hampton Ln, Citrus Heights, CA 95610"" title=""7802 Hampton Ln, Citrus Heights, CA 95610"">
                                    <img class=""embla__slide__img image-container"" alt=""7802 Hampton Ln, Citrus Heights, CA 95610"" />
                                </a>
                            </div>
                        </div>","22","$384,500","3 Beds","2 Baths","1,518 Sq Ft","7802 Hampton Ln, Citrus Heights, CA 95610","Welcome to **Sunrise Knoll**, a gated community offering comfort, convenience, and lifestyle all in one. This beautifully updated 3-bedroom, 2-bath townhouse is ideally located within the community just a short walk from the entry gate and guest parking, providing easy access while maintaining privacy. Inside, the home features tasteful upgrades throughout. The kitchen and bathrooms have been","Kam Lashgari","California Regency Realty","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/7019-forbs-way-citrus-heights-ca/tltgn32xnwb93/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/6830490874-861259512/7019-forbs-way-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/7019-forbs-way-citrus-heights-ca/tltgn32xnwb93/","https://images.homes.com/listings/117/0930490874-861259512/7019-forbs-way-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/2930490874-861259512/7019-forbs-way-citrus-heights-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/7019-forbs-way-citrus-heights-ca/tltgn32xnwb93/"" role=""link"" aria-label=""7019 Forbs Way, Citrus Heights, CA 95610"" title=""7019 Forbs Way, Citrus Heights, CA 95610"">
                                    <img class=""embla__slide__img image-container"" alt=""7019 Forbs Way, Citrus Heights, CA 95610"" />
                                </a>
                            </div>
                        </div>","56","$530,000","4 Beds","3 Baths","2,009 Sq Ft","7019 Forbs Way, Citrus Heights, CA 95610","Welcome to this spacious and versatile 4-bedroom home located on a quiet street in the heart of Citrus Heights. Thoughtfully designed for flexibility and comfort, this home features two primary suites upstairseach with its own private bathroomperfect for multigenerational living or accommodating a larger family. One of the suites even offers a private front-facing deck, an ideal spot to enjoy","Robert Myren","Keller Williams Realty","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/7417-auburn-oaks-ct-citrus-heights-ca-unit-h/01cww90yc5d28/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/4362261564-937638212/7417-auburn-oaks-ct-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/7417-auburn-oaks-ct-citrus-heights-ca-unit-h/01cww90yc5d28/","https://images.homes.com/listings/117/9960402474-937638212/7417-auburn-oaks-ct-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/4143863674-937638212/7417-auburn-oaks-ct-citrus-heights-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/7417-auburn-oaks-ct-citrus-heights-ca-unit-h/01cww90yc5d28/"" role=""link"" aria-label=""7417 Auburn Oaks Ct Unit H, Citrus Heights, CA 95621"" title=""7417 Auburn Oaks Ct Unit H, Citrus Heights, CA 95621"">
                                    <img class=""embla__slide__img image-container"" alt=""7417 Auburn Oaks Ct Unit H, Citrus Heights, CA 95621"" />
                                </a>
                            </div>
                        </div>","22","$284,500","2 Beds","2 Baths","1,014 Sq Ft","7417 Auburn Oaks Ct Unit H, Citrus Heights, CA 95621","Price Improvement, Beautiful updated Citrus Heights condo in a desirable gated community! This light and airy home features vaulted ceilings, and a cozy fireplace that creates an inviting living space. The kitchen offers white shaker cabinets, quartz countertops, stylish tile backsplash and a refrigerator included. The primary bedroom provides a comfortable retreat with an ensuite bathroom and","Sorin Cifor","Realty ONE Group Complete","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/5333-primrose-dr-fair-oaks-ca/cs3kzv8tcpgml/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/5013230674-445841512/5333-primrose-dr-fair-oaks-ca-primaryphoto.jpg","https://www.homes.com/property/5333-primrose-dr-fair-oaks-ca/cs3kzv8tcpgml/","https://images.homes.com/listings/117/0113230674-445841512/5333-primrose-dr-fair-oaks-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/6113230674-445841512/5333-primrose-dr-fair-oaks-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/5333-primrose-dr-fair-oaks-ca/cs3kzv8tcpgml/"" role=""link"" aria-label=""5333 Primrose Dr, Fair Oaks, CA 95628"" title=""5333 Primrose Dr, Fair Oaks, CA 95628"">
                                    <img class=""embla__slide__img image-container"" alt=""5333 Primrose Dr, Fair Oaks, CA 95628"" />
                                </a>
                            </div>
                        </div>","28","$275,000","2 Beds","1 Bath","960 Sq Ft","5333 Primrose Dr, Fair Oaks, CA 95628","Recently remolded Condo in a private community. Lower level unit on the Primrose said of the complex. Close to sunrise and many different restaurants and shopping. This condo offers all of the charm Fair Oaks has. Upgraded kitchen, flooring and bathroom this condo feels brand new! This condo is move in ready!","Daniel Reynolds","Black Bird Realty","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/77020-lauppe-ln-citrus-heights-ca/88cz9mcs18kvd/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/0423560104-503624781/77020-lauppe-ln-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/77020-lauppe-ln-citrus-heights-ca/88cz9mcs18kvd/","https://images.homes.com/listings/117/7423560104-503624781/77020-lauppe-ln-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/3523560104-503624781/77020-lauppe-ln-citrus-heights-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/77020-lauppe-ln-citrus-heights-ca/88cz9mcs18kvd/"" role=""link"" aria-label=""77020 Lauppe Ln, Citrus Heights, CA 95621"" title=""77020 Lauppe Ln, Citrus Heights, CA 95621"">
                                    <img class=""embla__slide__img image-container"" alt=""77020 Lauppe Ln, Citrus Heights, CA 95621"" />
                                </a>
                            </div>
                        </div>","40","$85,000","2 Beds","1.5 Baths","800 Sq Ft","77020 Lauppe Ln, Citrus Heights, CA 95621","Welcome to Oak Grove Estates, a desirable 55+ community in Citrus Heights! This charming 2-bedroom, 1.5-bath, 800 sq ft mobile home is move-in ready with recent upgrades throughout. Step inside to discover brand-new flooring, plush carpet, and a remodeled kitchen featuring sleek stainless steel appliances and generous countertop space. The home's smart layout ensures comfort and functionality.","Michael Brown","Keller Williams Realty","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/6217-plymouth-rock-ln-citrus-heights-ca/2k7q5zhcl6j41/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/111/8109225274-449315312/6217-plymouth-rock-ln-citrus-heights-ca-primaryphoto.jpg?t=p","https://www.homes.com/property/6217-plymouth-rock-ln-citrus-heights-ca/2k7q5zhcl6j41/","https://images.homes.com/listings/111/0209225274-449315312/6217-plymouth-rock-ln-citrus-heights-ca-buildingphoto-2.jpg?t=p","https://images.homes.com/listings/111/2209225274-449315312/6217-plymouth-rock-ln-citrus-heights-ca-buildingphoto-3.jpg?t=p","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/6217-plymouth-rock-ln-citrus-heights-ca/2k7q5zhcl6j41/"" role=""link"" aria-label=""6217 Plymouth Rock Ln, Citrus Heights, CA 95621"" title=""6217 Plymouth Rock Ln, Citrus Heights, CA 95621"">
                                    <img class=""embla__slide__img image-container"" alt=""6217 Plymouth Rock Ln, Citrus Heights, CA 95621"" />
                                </a>
                            </div>
                        </div>","8","$48,888","2 Beds","1 Bath","684 Sq Ft","6217 Plymouth Rock Ln, Citrus Heights, CA 95621","**$1000 cash and 3 months FREE RENT ** ASK ME HOW ** CAN ASSIST WITH FINANCING, MIN 5% DOWN **. This lovely, well-maintained 2 bedroom, 1 bathroom is ready for your family to call home! Features include a covered porch, 2 storage sheds, a 2 car carport. Located in desirable Creekside Estates. Some of the amenities include a relaxing swimming pool, play area for children, a community garden, and a","nancy Friday","Lender Friday, Inc.",""
"https://www.homes.com/property/7080-dolan-way-citrus-heights-ca/bfyf2m30qlr21/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/7533311084-772047612/7080-dolan-way-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/7080-dolan-way-citrus-heights-ca/bfyf2m30qlr21/","https://images.homes.com/listings/111/9533311084-772047612/7080-dolan-way-citrus-heights-ca-buildingphoto-2.jpg?t=p","https://images.homes.com/listings/111/2633311084-772047612/7080-dolan-way-citrus-heights-ca-buildingphoto-3.jpg?t=p","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/7080-dolan-way-citrus-heights-ca/bfyf2m30qlr21/"" role=""link"" aria-label=""7080 Dolan Way, Citrus Heights, CA 95621"" title=""7080 Dolan Way, Citrus Heights, CA 95621"">
                                    <img class=""embla__slide__img image-container"" alt=""7080 Dolan Way, Citrus Heights, CA 95621"" />
                                </a>
                            </div>
                        </div>","18","$499,900","4 Beds","2.5 Baths","2,115 Sq Ft","7080 Dolan Way, Citrus Heights, CA 95621","Incredible opportunity to transform this 4-bedroom, 2.5-bath property into your dream home! Step inside and imagine the possibilities, with a cozy wood stove adding warmth and character to the main living space. The spacious primary suite offers a private retreat with a soaking tub and direct outdoor access, perfect for relaxing and enjoying the outdoors. The home is situated on a generously","Chris DeMattei","Keller Williams Realty","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/7852-old-auburn-rd-citrus-heights-ca/twyt8w29ndxp3/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/111/6166686274-046206312/7852-old-auburn-rd-citrus-heights-ca-primaryphoto.jpg?t=p","https://www.homes.com/property/7852-old-auburn-rd-citrus-heights-ca/twyt8w29ndxp3/","https://images.homes.com/listings/117/0266686274-046206312/7852-old-auburn-rd-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/111/3266686274-046206312/7852-old-auburn-rd-citrus-heights-ca-buildingphoto-3.jpg?t=p","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/7852-old-auburn-rd-citrus-heights-ca/twyt8w29ndxp3/"" role=""link"" aria-label=""7852 Old Auburn Rd, Citrus Heights, CA 95610"" title=""7852 Old Auburn Rd, Citrus Heights, CA 95610"">
                                    <img class=""embla__slide__img image-container"" alt=""7852 Old Auburn Rd, Citrus Heights, CA 95610"" />
                                </a>
                            </div>
                        </div>","6","$325,000","Land","1.35 Acres","$240,385 per Acre","7852 Old Auburn Rd, Citrus Heights, CA 95610","7852 Old Auburn Rd (Parcel #4) is a rare vacant land opportunity in a built-out residential neighborhood, offering approximately 58,893 square feet (1.352 acres) of land. This parcel provides size, flexibility, and locationkey factors for successful residential development. Whether planning a custom home or exploring future development potential, this lot offers strong upside in an area with","Michael Lim","Kinetic Real Estate","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/6612-shamus-ct-citrus-heights-ca/nx439w53hfbvt/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/8626535774-777938512/6612-shamus-ct-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/6612-shamus-ct-citrus-heights-ca/nx439w53hfbvt/","https://images.homes.com/listings/117/0726535774-777938512/6612-shamus-ct-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/2726535774-777938512/6612-shamus-ct-citrus-heights-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/6612-shamus-ct-citrus-heights-ca/nx439w53hfbvt/"" role=""link"" aria-label=""6612 Shamus Ct, Citrus Heights, CA 95621"" title=""6612 Shamus Ct, Citrus Heights, CA 95621"">
                                    <img class=""embla__slide__img image-container"" alt=""6612 Shamus Ct, Citrus Heights, CA 95621"" />
                                </a>
                            </div>
                        </div>","29","$176,000","2 Beds","2 Baths","1,344 Sq Ft","6612 Shamus Ct, Citrus Heights, CA 95621","Welcome to your dream home in a vibrant 55+ manufactured home park. This beautifully updated residence offers the perfect blend of comfort and style in a serene community setting. Key Features of this home include a stunning modern kitchen featuring gorgeous quartz countertops, bar seating, and efficient electric appliances. The convenient built-in desk just off the kitchen makes it easy to","Char Henderson","Windermere Signature Properties Fair Oaks","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/7318-sunwood-way-citrus-heights-ca/t7becsrfvr6d9/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/7074243184-072601712/7318-sunwood-way-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/7318-sunwood-way-citrus-heights-ca/t7becsrfvr6d9/","https://images.homes.com/listings/117/0174243184-072601712/7318-sunwood-way-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/2174243184-072601712/7318-sunwood-way-citrus-heights-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/7318-sunwood-way-citrus-heights-ca/t7becsrfvr6d9/"" role=""link"" aria-label=""7318 Sunwood Way, Citrus Heights, CA 95621"" title=""7318 Sunwood Way, Citrus Heights, CA 95621"">
                                    <img class=""embla__slide__img image-container"" alt=""7318 Sunwood Way, Citrus Heights, CA 95621"" />
                                </a>
                            </div>
                        </div>","34","$495,000","4 Beds","2 Baths","1,454 Sq Ft","7318 Sunwood Way, Citrus Heights, CA 95621","Well-maintained 4-bedroom, 2-bath single-story home in a desirable Citrus Heights neighborhood! This property features a functional layout with approximately 1,450 sq ft of living space, spacious living areas, and great natural light throughout. The large backyard offers plenty of room for outdoor entertaining, gardening, or future customization. Complete with a 2-car garage and situated on a","Vlad Okel","Capital Group Realty, Inc.","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/112-cambria-cir-citrus-heights-ca/pymv9qgthdgyd/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/2858789874-565153612/112-cambria-cir-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/112-cambria-cir-citrus-heights-ca/pymv9qgthdgyd/","https://images.homes.com/listings/117/5858789874-565153612/112-cambria-cir-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/6858789874-565153612/112-cambria-cir-citrus-heights-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/112-cambria-cir-citrus-heights-ca/pymv9qgthdgyd/"" role=""link"" aria-label=""112 Cambria Cir, Citrus Heights, CA 95621"" title=""112 Cambria Cir, Citrus Heights, CA 95621"">
                                    <img class=""embla__slide__img image-container"" alt=""112 Cambria Cir, Citrus Heights, CA 95621"" />
                                </a>
                            </div>
                        </div>","34","$20,000","2 Beds","1 Bath","800 Sq Ft","112 Cambria Cir, Citrus Heights, CA 95621","Welcome to Stonegate Estates, a vibrant 55+ community just minutes from Roseville. This spacious corner lot home features two bedrooms, one bathroom, and a large living room with central AC and heat. Upgrades include partial dual-pane windows and electrical. The property includes a carport that may fit two vehicles and a shed for extra storage. Residents enjoy a pool, enclosed spa area, clubhouse","Pri Jagait","Known Property Management and Realty","https://images.homes.com/brands/118/7121_aspect.png?t=p"
"https://www.homes.com/property/6520-mauana-way-citrus-heights-ca/12zx3ng7n9qql/","https://www.homes.com/assets/images/spacer.gif","https://images.homes.com/listings/117/0537945074-228431312/6520-mauana-way-citrus-heights-ca-primaryphoto.jpg","https://www.homes.com/property/6520-mauana-way-citrus-heights-ca/12zx3ng7n9qql/","https://images.homes.com/listings/117/3537945074-228431312/6520-mauana-way-citrus-heights-ca-buildingphoto-2.jpg","https://images.homes.com/listings/117/4537945074-228431312/6520-mauana-way-citrus-heights-ca-buildingphoto-3.jpg","<div class=""embla__slide"">
                            <div class=""embla__slide__inner"">
                                <a href=""/property/6520-mauana-way-citrus-heights-ca/12zx3ng7n9qql/"" role=""link"" aria-label=""6520 Mauana Way, Citrus Heights, CA 95610"" title=""6520 Mauana Way, Citrus Heights, CA 95610"">
                                    <img class=""embla__slide__img image-container"" alt=""6520 Mauana Way, Citrus Heights, CA 95610"" />
                                </a>
                            </div>
                        </div>","34","$699,000","4 Beds","3 Baths","1,657 Sq Ft","6520 Mauana Way, Citrus Heights, CA 95610","Fantastic investment opportunity or perfect for multi-generational living! This well-maintained duplex offers an excellent floor plan on both sides, providing spacious and functional living spaces ideal for a variety of lifestyles. Located in a highly desirable area, this property is just steps from the Birdcage Shopping Center, placing you within walking distance to Sprouts, Target, Walmart, and","Daniel Harris","Nick Sadek Sotheby's International Realty","https://images.homes.com/brands/118/7121_aspect.png?t=p"
