"tablescraper-selected-row src","tablescraper-selected-row src 2","tablescraper-selected-row src 3","tablescraper-selected-row src 4","tablescraper-selected-row src 5","tablescraper-selected-row src 6","spark-body-larger","datum-icon","tablescraper-selected-row","tablescraper-selected-row href","spark-body","tablescraper-selected-row 2","spark-body-small","datum-icon 2","datum-icon 3","datum-icon 4","tablescraper-selected-row 4"
"https://platform.cstatic-images.com/large/in/v2/9ee3bef0-7b86-57bf-acb1-ed958b52a38d/bdb6e708-eb20-43bd-a14c-4ca4edf63b4d/0oh52S3kP-eBpfee3lzV9hN7yQk.jpg","https://platform.cstatic-images.com/large/in/v2/9ee3bef0-7b86-57bf-acb1-ed958b52a38d/bdb6e708-eb20-43bd-a14c-4ca4edf63b4d/2wNkFegMQfs2zeSdDRYe5AtCuX0.jpg","https://platform.cstatic-images.com/large/in/v2/9ee3bef0-7b86-57bf-acb1-ed958b52a38d/bdb6e708-eb20-43bd-a14c-4ca4edf63b4d/0RDcaXSpKz_3NXQ4-BU5tRW3nd8.jpg","https://platform.cstatic-images.com/large/in/v2/9ee3bef0-7b86-57bf-acb1-ed958b52a38d/bdb6e708-eb20-43bd-a14c-4ca4edf63b4d/hAvY3ElDLD8WO_b5xRQVg4BADG0.jpg","https://platform.cstatic-images.com/large/in/v2/9ee3bef0-7b86-57bf-acb1-ed958b52a38d/bdb6e708-eb20-43bd-a14c-4ca4edf63b4d/Fi4_o5hpjKs_ZWwM8v8NeU53Bow.jpg","https://platform.cstatic-images.com/large/in/v2/9ee3bef0-7b86-57bf-acb1-ed958b52a38d/bdb6e708-eb20-43bd-a14c-4ca4edf63b4d/VHvsg0YnPSoJwEW3081REqJZ1Mk.jpg","$57,799","2,361 mi.","Est. $1,062/mo","https://www.cars.com/vehicledetail/98eadbf3-fe0a-4c96-b15d-359ad9bed5bb/","Used 2025 Lexus RX 350 Premium Plus","Good Deal","Gary Yeomans Ford","4.7","Daytona Beach, FL (2,373 mi)","",""
"https://platform.cstatic-images.com/large/in/v2/4d24a0f7-833f-5d93-875c-5ef35c0543dd/e1af612e-d3e4-4f68-9055-c42db68d9679/uLLpKF9YlNimxeBsB9FfiRbk5UI.jpg","https://platform.cstatic-images.com/large/in/v2/4d24a0f7-833f-5d93-875c-5ef35c0543dd/e1af612e-d3e4-4f68-9055-c42db68d9679/uAvPT4NHjcSZkUDWVOnJOJLp2PI.jpg","https://platform.cstatic-images.com/large/in/v2/4d24a0f7-833f-5d93-875c-5ef35c0543dd/e1af612e-d3e4-4f68-9055-c42db68d9679/bCsQeC8LjrlUsW5D4AI1eQpVsR8.jpg","https://platform.cstatic-images.com/large/in/v2/4d24a0f7-833f-5d93-875c-5ef35c0543dd/e1af612e-d3e4-4f68-9055-c42db68d9679/OM0VvwW5SuyeCsi9KN6JnLOG75Y.jpg","https://platform.cstatic-images.com/large/in/v2/4d24a0f7-833f-5d93-875c-5ef35c0543dd/e1af612e-d3e4-4f68-9055-c42db68d9679/ZoMJNlv681hWvW2dzP5KubNAU30.jpg","https://platform.cstatic-images.com/large/in/v2/4d24a0f7-833f-5d93-875c-5ef35c0543dd/e1af612e-d3e4-4f68-9055-c42db68d9679/Jy8c8CukwW0X1PLbrWpLCxf1YG4.jpg","$45,821","38,240 mi.","Est. $842/mo","https://www.cars.com/vehicledetail/4d0fd188-64a3-4eed-b375-9aea48ca116e/","Used 2024 Lexus RX 350 Premium","Fair Deal","Corwin Ford of Tri-Cities","4.5","Pasco, WA (533 mi)","$455","High Demand"
"https://platform.cstatic-images.com/large/in/v2/7a4fc8e9-6753-5734-8881-de88008ce956/d823a960-c7ee-403b-a1f3-7776078ca541/ySoXR9NHNPK01L1mgGq_70umEUc.jpg","https://platform.cstatic-images.com/large/in/v2/7a4fc8e9-6753-5734-8881-de88008ce956/d823a960-c7ee-403b-a1f3-7776078ca541/Cj0elWd9pyD9HuRwP3oy0YMzkJo.jpg","https://platform.cstatic-images.com/large/in/v2/7a4fc8e9-6753-5734-8881-de88008ce956/d823a960-c7ee-403b-a1f3-7776078ca541/FoulHzuCWEGaxBrJfVf6aKJx2Ys.jpg","https://platform.cstatic-images.com/large/in/v2/7a4fc8e9-6753-5734-8881-de88008ce956/d823a960-c7ee-403b-a1f3-7776078ca541/K6qJb6Mw7CQHhm4P3XyZl_9najk.jpg","https://platform.cstatic-images.com/large/in/v2/7a4fc8e9-6753-5734-8881-de88008ce956/d823a960-c7ee-403b-a1f3-7776078ca541/Sxn1EUXdD-fWviVLqQ9Q8_Ntm-U.jpg","https://platform.cstatic-images.com/large/in/v2/7a4fc8e9-6753-5734-8881-de88008ce956/d823a960-c7ee-403b-a1f3-7776078ca541/PGlk0E5b7QLJT1OUq4-AQlK7zsI.jpg","$16,987","109,292 mi.","Est. $312/mo","https://www.cars.com/vehicledetail/9eadcb1f-1b71-46d1-baee-250d53cf93b0/","Used 2014 Lexus RX 350 Base","Good Deal","Dan Cummins Chevrolet Buick of Paris","4.7","Paris, KY (1,989 mi)","",""
"https://platform.cstatic-images.com/large/in/v2/4d3f1dc7-412b-5965-ae36-9c5ca8dd3236/eedeb1c1-d74d-44d7-a363-0392bd047f08/6SCc6jKduUPi0_ZOWM1iYZe7t9A.jpg","https://platform.cstatic-images.com/large/in/v2/4d3f1dc7-412b-5965-ae36-9c5ca8dd3236/eedeb1c1-d74d-44d7-a363-0392bd047f08/j8xoIsxzNISzl03yBsNAnCCzkGE.jpg","https://platform.cstatic-images.com/large/in/v2/4d3f1dc7-412b-5965-ae36-9c5ca8dd3236/eedeb1c1-d74d-44d7-a363-0392bd047f08/tYcfgJS_KJ4q1mJ8wzS6gqs0XZ8.jpg","https://platform.cstatic-images.com/large/in/v2/4d3f1dc7-412b-5965-ae36-9c5ca8dd3236/eedeb1c1-d74d-44d7-a363-0392bd047f08/8NVQ2-SbfuTuFW4CPrbosz-m_Lc.jpg","https://platform.cstatic-images.com/large/in/v2/4d3f1dc7-412b-5965-ae36-9c5ca8dd3236/eedeb1c1-d74d-44d7-a363-0392bd047f08/OSK5GSwL3vaEiSvgDlNmv_DsWq4.jpg","https://platform.cstatic-images.com/large/in/v2/4d3f1dc7-412b-5965-ae36-9c5ca8dd3236/eedeb1c1-d74d-44d7-a363-0392bd047f08/PjPeFDJCwMpq8XdqXFhNSTOEkPQ.jpg","$41,991","31,659 mi.","Est. $771/mo","https://www.cars.com/vehicledetail/528c5f2b-7419-4fb7-b933-1fe74b3be1ae/?attribution_type=isa","Used 2023 Lexus RX 350 Premium","Good Deal","Bomnin Cadillac","4.4","Homestead, FL (2,534 mi)","",""
"https://platform.cstatic-images.com/large/in/v2/9e1c0128-fee7-5003-a5c1-bee102198f42/586f2fac-dad1-4400-b473-3291be779640/QhhK8vg7OCe-megFf5krIw39-m0.jpg","https://platform.cstatic-images.com/large/in/v2/9e1c0128-fee7-5003-a5c1-bee102198f42/586f2fac-dad1-4400-b473-3291be779640/JUm5F9soXmcVSj-IxLbT6dziMEc.jpg","https://platform.cstatic-images.com/large/in/v2/9e1c0128-fee7-5003-a5c1-bee102198f42/586f2fac-dad1-4400-b473-3291be779640/4mZIq9Ptpkr_LF7kfHgq94DwvPM.jpg","https://platform.cstatic-images.com/large/in/v2/9e1c0128-fee7-5003-a5c1-bee102198f42/586f2fac-dad1-4400-b473-3291be779640/O2tty8kJp0U6bcIeVXD98OdeRRg.jpg","https://platform.cstatic-images.com/large/in/v2/9e1c0128-fee7-5003-a5c1-bee102198f42/586f2fac-dad1-4400-b473-3291be779640/mUBFWEkQQcw-KM-x6bdpyG7YFsI.jpg","https://platform.cstatic-images.com/large/in/v2/9e1c0128-fee7-5003-a5c1-bee102198f42/586f2fac-dad1-4400-b473-3291be779640/1uR_r7udfwd_x2CxRScK53OOCZ4.jpg","$47,995","27,272 mi.","Est. $882/mo","https://www.cars.com/vehicledetail/0d0c237a-adb2-461f-8d95-37e0ea0bb55c/","Used 2023 Lexus RX 350 Base","Good Deal","Green's Toyota of Lexington","4.7","Lexington, KY (1,982 mi)","",""
"https://platform.cstatic-images.com/large/in/v2/cae6e360-b4ec-5ab7-830c-1ecaca118952/a09c597b-f38f-45a0-b75d-4f60aca98f9e/EEN3eg9A11SX7_XByAOVn5KWIq0.jpg","https://platform.cstatic-images.com/large/in/v2/cae6e360-b4ec-5ab7-830c-1ecaca118952/a09c597b-f38f-45a0-b75d-4f60aca98f9e/e04ODjl70RMNcrpJvgsMaVP29Gs.jpg","https://platform.cstatic-images.com/large/in/v2/cae6e360-b4ec-5ab7-830c-1ecaca118952/a09c597b-f38f-45a0-b75d-4f60aca98f9e/efDF9c3Hm4M0Ep9mNaiiMADeXYA.jpg","https://platform.cstatic-images.com/large/in/v2/cae6e360-b4ec-5ab7-830c-1ecaca118952/a09c597b-f38f-45a0-b75d-4f60aca98f9e/UgeR_Z4RZb0krJZUqnN1lfoc1Vg.jpg","https://platform.cstatic-images.com/large/in/v2/cae6e360-b4ec-5ab7-830c-1ecaca118952/a09c597b-f38f-45a0-b75d-4f60aca98f9e/LQjQR94h9zKfeQizaAoFVqEsfRw.jpg","https://platform.cstatic-images.com/large/in/v2/cae6e360-b4ec-5ab7-830c-1ecaca118952/a09c597b-f38f-45a0-b75d-4f60aca98f9e/O0V0u5Mo6IermV61gWjYdu34igs.jpg","$31,479","96,082 mi.","Est. $578/mo","https://www.cars.com/vehicledetail/45f8646b-2749-4ef9-9fa4-ce0c4381c8ad/","Used 2021 Lexus RX 350 Base","Good Deal","Landers Toyota","4.1","Little Rock, AR (1,616 mi)","$150",""
"https://platform.cstatic-images.com/large/in/v2/120ec487-154a-57b5-aa34-7e991b95cfeb/ace5c30f-9d5a-433c-af90-9c8bcd464109/nvinzQnCudrYuLrn9mrRuKY6uiQ.jpg","https://platform.cstatic-images.com/large/in/v2/120ec487-154a-57b5-aa34-7e991b95cfeb/ace5c30f-9d5a-433c-af90-9c8bcd464109/CCzywf_ICRttx75zEEzn-1G6KSQ.jpg","https://platform.cstatic-images.com/large/in/v2/120ec487-154a-57b5-aa34-7e991b95cfeb/ace5c30f-9d5a-433c-af90-9c8bcd464109/Qqf-49Gdb6OUVDUlDRUo8aT0eEA.jpg","https://platform.cstatic-images.com/large/in/v2/120ec487-154a-57b5-aa34-7e991b95cfeb/ace5c30f-9d5a-433c-af90-9c8bcd464109/duL2xY5YKdTNf4GLZ6StpcAWnHw.jpg","https://platform.cstatic-images.com/large/in/v2/120ec487-154a-57b5-aa34-7e991b95cfeb/ace5c30f-9d5a-433c-af90-9c8bcd464109/6rBqUwYOsX5cVwn7QbcNKZdU5nY.jpg","https://platform.cstatic-images.com/large/in/v2/120ec487-154a-57b5-aa34-7e991b95cfeb/ace5c30f-9d5a-433c-af90-9c8bcd464109/ocHDrb1wT_UFJ1_D_mQGVVlIbQ0.jpg","$47,798","32,039 mi.","Est. $878/mo","https://www.cars.com/vehicledetail/a8788310-2950-4f4e-84f7-4339f6d8e835/","Used 2023 Lexus RX 350 Premium Plus","Fair Deal","Dublin Chevrolet Cadillac","4.0","Dublin, CA (77 mi)","$200",""
"https://platform.cstatic-images.com/large/in/v2/651e9d55-ac2d-552d-ad12-ec2a1ee27615/c34a1f38-4b50-4bb5-b52d-6ef4821f3cc7/GFg282x2wKWiHnvHHLcpa9ujlkQ.jpg","https://platform.cstatic-images.com/large/in/v2/651e9d55-ac2d-552d-ad12-ec2a1ee27615/c34a1f38-4b50-4bb5-b52d-6ef4821f3cc7/HLG38zEPKcYs1pH_MAp-pKygHmU.jpg","https://platform.cstatic-images.com/large/in/v2/651e9d55-ac2d-552d-ad12-ec2a1ee27615/c34a1f38-4b50-4bb5-b52d-6ef4821f3cc7/V5yY9GWcEoB1uhP-T0LV564Wmqo.jpg","https://platform.cstatic-images.com/large/in/v2/651e9d55-ac2d-552d-ad12-ec2a1ee27615/c34a1f38-4b50-4bb5-b52d-6ef4821f3cc7/CZHzSujDP_M2UEtU32bnwrI00CA.jpg","https://platform.cstatic-images.com/large/in/v2/651e9d55-ac2d-552d-ad12-ec2a1ee27615/c34a1f38-4b50-4bb5-b52d-6ef4821f3cc7/0NP1IYryk3Qw2Apx-7CX2A8NcT4.jpg","https://platform.cstatic-images.com/large/in/v2/651e9d55-ac2d-552d-ad12-ec2a1ee27615/c34a1f38-4b50-4bb5-b52d-6ef4821f3cc7/5kpu4Cgxr4Kav1HW-QJ9hqYOu7M.jpg","$23,172","99,187 mi.","Est. $426/mo","https://www.cars.com/vehicledetail/65ba559e-72f1-454c-9785-76fe188af042/","Used 2017 Lexus RX 350 F Sport","Great Deal","Bryan College Station Toyota","4.7","Bryan, TX (1,516 mi)","$897","High Demand"
"https://platform.cstatic-images.com/large/in/v2/0c732018-8dc9-5b46-a91d-63631d66e8d1/5a1c5e81-5fd4-415a-85f6-bd1e8c2a9459/f1eh_o9CALQ95EaUm0sBjVxBe_0.jpg","https://platform.cstatic-images.com/large/in/v2/0c732018-8dc9-5b46-a91d-63631d66e8d1/5a1c5e81-5fd4-415a-85f6-bd1e8c2a9459/hEpDT75E90KrsvWZY6qX7uOFbt8.jpg","https://platform.cstatic-images.com/large/in/v2/0c732018-8dc9-5b46-a91d-63631d66e8d1/5a1c5e81-5fd4-415a-85f6-bd1e8c2a9459/31QKVtN2MTyz9_jnuDxi2GYoc-c.jpg","https://platform.cstatic-images.com/large/in/v2/0c732018-8dc9-5b46-a91d-63631d66e8d1/5a1c5e81-5fd4-415a-85f6-bd1e8c2a9459/fUV2B95Qtl8NHMV8SNYG1FrlVps.jpg","https://platform.cstatic-images.com/large/in/v2/0c732018-8dc9-5b46-a91d-63631d66e8d1/5a1c5e81-5fd4-415a-85f6-bd1e8c2a9459/yWlVt-rjcCmlWlRxs_EkWvNHaf4.jpg","https://platform.cstatic-images.com/large/in/v2/0c732018-8dc9-5b46-a91d-63631d66e8d1/5a1c5e81-5fd4-415a-85f6-bd1e8c2a9459/VlPlkoMQdBOM2GnBjdA-qCuPDiY.jpg","$27,800","32,841 mi.","Est. $511/mo","https://www.cars.com/vehicledetail/d8b22f5c-cb7e-4477-929c-d0723b9a94c7/","Used 2016 Lexus RX 350 F Sport","Good Deal","Richmond BMW Midlothian","4.7","Midlothian, VA (2,353 mi)","","High Demand"
"https://platform.cstatic-images.com/large/in/v2/a5cbe089-79ca-586f-be68-ead8463ad168/92e32e21-d812-4ae9-811a-af1425bec541/fLuaLZeaOVQjNAWB-T0A-DmaySA.jpg","https://platform.cstatic-images.com/large/in/v2/a5cbe089-79ca-586f-be68-ead8463ad168/92e32e21-d812-4ae9-811a-af1425bec541/TfQHvCEDjqfjuM-YUvI4BCZyHxs.jpg","https://platform.cstatic-images.com/large/in/v2/a5cbe089-79ca-586f-be68-ead8463ad168/92e32e21-d812-4ae9-811a-af1425bec541/hqCLbAxmjus1u9k3Yb4JIsh9Fys.jpg","https://platform.cstatic-images.com/large/in/v2/a5cbe089-79ca-586f-be68-ead8463ad168/92e32e21-d812-4ae9-811a-af1425bec541/ExBNGnj1bKmoMjrp6Y5eShUeseU.jpg","https://platform.cstatic-images.com/large/in/v2/a5cbe089-79ca-586f-be68-ead8463ad168/92e32e21-d812-4ae9-811a-af1425bec541/lHD4QdKKspd6ZkxYQ7elfwzbovE.jpg","https://platform.cstatic-images.com/large/in/v2/a5cbe089-79ca-586f-be68-ead8463ad168/92e32e21-d812-4ae9-811a-af1425bec541/N98GIJybenaY7Au23k_aDk5HPOc.jpg","$51,374","13,420 mi.","Est. $944/mo","https://www.cars.com/vehicledetail/b889a5b5-f146-4e4d-bf47-a120d5ad9229/?attribution_type=isa","Used 2024 Lexus RX 350","Good Deal","Ken Garff West Valley Chrysler Jeep Dodge Ram Fiat","4.3","West Valley City, UT (513 mi)","$599","High Demand"
"https://platform.cstatic-images.com/large/in/v2/37e83fc2-ae32-5956-bc59-b9686e772837/22cfdcce-5445-4115-ae7b-5551da9db562/63EidOjKDEvQpnAqx7FQDNVCkUA.jpg","https://platform.cstatic-images.com/large/in/v2/37e83fc2-ae32-5956-bc59-b9686e772837/22cfdcce-5445-4115-ae7b-5551da9db562/KqxKzhGQInh8v6U2QM4_VXCINTc.jpg","https://platform.cstatic-images.com/large/in/v2/37e83fc2-ae32-5956-bc59-b9686e772837/22cfdcce-5445-4115-ae7b-5551da9db562/BYj5uJMBIZ-gNeTa_a5zyfC8PJc.jpg","https://platform.cstatic-images.com/large/in/v2/37e83fc2-ae32-5956-bc59-b9686e772837/22cfdcce-5445-4115-ae7b-5551da9db562/NrHlF3vqGVVaDVd0-xzCk91Vamk.jpg","https://platform.cstatic-images.com/large/in/v2/37e83fc2-ae32-5956-bc59-b9686e772837/22cfdcce-5445-4115-ae7b-5551da9db562/2xZfMmcH5lVpmen4vSHIi67u3zE.jpg","https://platform.cstatic-images.com/large/in/v2/37e83fc2-ae32-5956-bc59-b9686e772837/22cfdcce-5445-4115-ae7b-5551da9db562/GsVtQN2hK0evo7EFFznlR9gW3OQ.jpg","$50,922","16,906 mi.","Est. $935/mo","https://www.cars.com/vehicledetail/d23f6044-af0d-4dce-9107-f20fc6177389/","Used 2024 Lexus RX 350 Premium","Good Deal","DeNooyer Chevrolet","4.8","Kalamazoo, MI (1,874 mi)","",""
"https://platform.cstatic-images.com/large/in/v2/937163cb-f279-57c0-86cc-4b918112b10a/ad961e72-a1e9-4aa3-b47c-72e6e90a6f37/N9dSLP3vJO0G_uG7KhdhiA0ZlEs.jpg","https://platform.cstatic-images.com/large/in/v2/937163cb-f279-57c0-86cc-4b918112b10a/ad961e72-a1e9-4aa3-b47c-72e6e90a6f37/egsn-rRNr6e0r9cTYy-xIzHe-Rk.jpg","https://platform.cstatic-images.com/large/in/v2/937163cb-f279-57c0-86cc-4b918112b10a/ad961e72-a1e9-4aa3-b47c-72e6e90a6f37/6DqVsPnKICMaKVvx9aHamyOmztY.jpg","https://platform.cstatic-images.com/large/in/v2/937163cb-f279-57c0-86cc-4b918112b10a/ad961e72-a1e9-4aa3-b47c-72e6e90a6f37/iGG63g3jecSrtNPX9PGgloKGB1M.jpg","https://platform.cstatic-images.com/large/in/v2/937163cb-f279-57c0-86cc-4b918112b10a/ad961e72-a1e9-4aa3-b47c-72e6e90a6f37/Fmvxc8winh1YMpmGZraHIOZCZwc.jpg","https://platform.cstatic-images.com/large/in/v2/937163cb-f279-57c0-86cc-4b918112b10a/ad961e72-a1e9-4aa3-b47c-72e6e90a6f37/yVWt4MQbyZnokcFK0k2tkA-IbYQ.jpg","$49,124","37,781 mi.","Est. $902/mo","https://www.cars.com/vehicledetail/0ab61114-7d6e-4d27-8b4c-137c1212d1b6/","Used 2024 Lexus RX 350 Premium Plus","Fair Deal","Stevenson-Hendrick Honda Wilmington","5.0","Wilmington, NC (2,411 mi)","",""
"https://platform.cstatic-images.com/large/in/v2/dfb0cd71-cb6c-5ed4-b2ad-84cd84647d0f/611bd641-6acb-4f12-9b7b-daf8ccc3213d/ui-uHqrsDW5lsd6j9qOzzmtd0M4.jpg","https://platform.cstatic-images.com/large/in/v2/dfb0cd71-cb6c-5ed4-b2ad-84cd84647d0f/611bd641-6acb-4f12-9b7b-daf8ccc3213d/Mxxa_uGWpq65DwyDfVU0iBv238Y.jpg","https://platform.cstatic-images.com/large/in/v2/dfb0cd71-cb6c-5ed4-b2ad-84cd84647d0f/611bd641-6acb-4f12-9b7b-daf8ccc3213d/o6BhAluCVkebSCB99BVE3pSKDT0.jpg","https://platform.cstatic-images.com/large/in/v2/dfb0cd71-cb6c-5ed4-b2ad-84cd84647d0f/611bd641-6acb-4f12-9b7b-daf8ccc3213d/jWMImEh1qdX4GvV-JQjqBGGJ8U4.jpg","https://platform.cstatic-images.com/large/in/v2/dfb0cd71-cb6c-5ed4-b2ad-84cd84647d0f/611bd641-6acb-4f12-9b7b-daf8ccc3213d/6u3JAzqVoPs2zBI5mWouEmGH61Y.jpg","https://platform.cstatic-images.com/large/in/v2/dfb0cd71-cb6c-5ed4-b2ad-84cd84647d0f/611bd641-6acb-4f12-9b7b-daf8ccc3213d/7mFDLZW5P6-qqmTeZ0_QcqmYzbo.jpg","$25,681","79,345 mi.","Est. $472/mo","https://www.cars.com/vehicledetail/0bdb10e5-f62a-4ecf-ab80-b611665d9d21/","Used 2019 Lexus RX 350 Base","Good Deal","Lexus of Palm Beach","4.8","West Palm Beach, FL (2,508 mi)","","High Demand"
"https://platform.cstatic-images.com/large/in/v2/715ccd23-a0e3-5c54-ac9d-11cf6d5a81fd/dd4ced57-a231-4276-ae14-329ed9ea7e2b/Z2DxRsbPIMak742551uGza7n1QI.jpg","https://platform.cstatic-images.com/large/in/v2/715ccd23-a0e3-5c54-ac9d-11cf6d5a81fd/dd4ced57-a231-4276-ae14-329ed9ea7e2b/NMoWJVEdW2IsW09GgkBi3d3Tn9A.jpg","https://platform.cstatic-images.com/large/in/v2/715ccd23-a0e3-5c54-ac9d-11cf6d5a81fd/dd4ced57-a231-4276-ae14-329ed9ea7e2b/aOCFTf0NrEEHXidiEa79bLItRGI.jpg","https://platform.cstatic-images.com/large/in/v2/715ccd23-a0e3-5c54-ac9d-11cf6d5a81fd/dd4ced57-a231-4276-ae14-329ed9ea7e2b/PDNtsq0Uf_0zpC8zAD2YRG4PSg0.jpg","https://platform.cstatic-images.com/large/in/v2/715ccd23-a0e3-5c54-ac9d-11cf6d5a81fd/dd4ced57-a231-4276-ae14-329ed9ea7e2b/Mp_17UAE-ISXowiXX4UD-OrZMik.jpg","https://platform.cstatic-images.com/large/in/v2/715ccd23-a0e3-5c54-ac9d-11cf6d5a81fd/dd4ced57-a231-4276-ae14-329ed9ea7e2b/ypZ3vo2wcaQm1dfbHw9t_yhjx90.jpg","$32,664","61,766 mi.","Est. $600/mo","https://www.cars.com/vehicledetail/424586ca-bda8-45df-95ae-257702734c5b/","Used 2020 Lexus RX 350 Base","Fair Deal","Romeo Toyota of Glens Falls","4.3","Glens Falls, NY (2,470 mi)","$353",""
"https://platform.cstatic-images.com/large/in/v2/4a601eda-f551-5f07-bcab-fb180a19c3ed/bacb877f-2ef6-49c7-8547-f2fd70b55032/9V4bXPTDQdquUZrP_trLySitI-A.jpg","https://platform.cstatic-images.com/large/in/v2/4a601eda-f551-5f07-bcab-fb180a19c3ed/bacb877f-2ef6-49c7-8547-f2fd70b55032/iNl34dzgF5Hs7mWa4tcUODxpGWU.jpg","https://platform.cstatic-images.com/large/in/v2/4a601eda-f551-5f07-bcab-fb180a19c3ed/bacb877f-2ef6-49c7-8547-f2fd70b55032/IWSUhfv0_beZKit6PpewOU2BFBY.jpg","https://platform.cstatic-images.com/large/in/v2/4a601eda-f551-5f07-bcab-fb180a19c3ed/bacb877f-2ef6-49c7-8547-f2fd70b55032/bYJlHDQ00pCeG8hTwazhE4qXGNc.jpg","https://platform.cstatic-images.com/large/in/v2/4a601eda-f551-5f07-bcab-fb180a19c3ed/bacb877f-2ef6-49c7-8547-f2fd70b55032/Tadj-z-cWhVLsg0dJ0kFOHGT3oo.jpg","https://platform.cstatic-images.com/large/in/v2/4a601eda-f551-5f07-bcab-fb180a19c3ed/bacb877f-2ef6-49c7-8547-f2fd70b55032/NBQ3hOxtCuATVX6qYaVPIwagDkE.jpg","$12,937","157,459 mi.","Est. $238/mo","https://www.cars.com/vehicledetail/343cfd43-e286-4247-b9ed-88c5ab456bb6/","Used 2013 Lexus RX 350 Base","Good Deal","Lithia Honda in Medford","4.8","Medford, OR (268 mi)","$555",""
"https://platform.cstatic-images.com/large/in/v2/f38035f6-337e-516c-8698-9896a293b979/5edba1fe-bce6-4af9-859a-7acd8256d9b2/cAYoKJSQiqrS7gfDO30egQRKQbI.jpg","https://platform.cstatic-images.com/large/in/v2/f38035f6-337e-516c-8698-9896a293b979/5edba1fe-bce6-4af9-859a-7acd8256d9b2/FJ-Jr7h250MQCSoP_MEysoJV8Hg.jpg","https://platform.cstatic-images.com/large/in/v2/f38035f6-337e-516c-8698-9896a293b979/5edba1fe-bce6-4af9-859a-7acd8256d9b2/OosAzkG2XVZOWm2Ugc8WmwjMrOQ.jpg","https://platform.cstatic-images.com/large/in/v2/f38035f6-337e-516c-8698-9896a293b979/5edba1fe-bce6-4af9-859a-7acd8256d9b2/NWmU63SCMYF3CmuGDRjpDktcotE.jpg","https://platform.cstatic-images.com/large/in/v2/f38035f6-337e-516c-8698-9896a293b979/5edba1fe-bce6-4af9-859a-7acd8256d9b2/UGpkNUpoWlgtwLiWhdlSbRtZW3U.jpg","https://platform.cstatic-images.com/large/in/v2/f38035f6-337e-516c-8698-9896a293b979/5edba1fe-bce6-4af9-859a-7acd8256d9b2/zdWXW8E-KSi4Kc1Q8puKyUoF_9Q.jpg","$21,497","120,463 mi.","Est. $395/mo","https://www.cars.com/vehicledetail/15951697-f65e-4cbc-bf30-6b7e0d3e3daf/?attribution_type=isa","Used 2017 Lexus RX 350 Base","Good Deal","First Texas Honda","4.8","Austin, TX (1,453 mi)","",""
"https://platform.cstatic-images.com/large/in/v2/ac94c4c8-df67-599e-9860-f2e37a674192/131d0144-e546-4ec6-a659-c7b124d7c441/s-EIoZ9oEl5K5umbxcBDygM153I.jpg","https://platform.cstatic-images.com/large/in/v2/ac94c4c8-df67-599e-9860-f2e37a674192/131d0144-e546-4ec6-a659-c7b124d7c441/xM4MsEPDQiJKpN9w24T-K-dkRMw.jpg","https://platform.cstatic-images.com/large/in/v2/ac94c4c8-df67-599e-9860-f2e37a674192/131d0144-e546-4ec6-a659-c7b124d7c441/qOF0fdzOSR4hWJa2ovIInAqymTg.jpg","https://platform.cstatic-images.com/large/in/v2/ac94c4c8-df67-599e-9860-f2e37a674192/131d0144-e546-4ec6-a659-c7b124d7c441/s6G7Xrl1xULdpqBPyFJtzD50ioM.jpg","https://platform.cstatic-images.com/large/in/v2/ac94c4c8-df67-599e-9860-f2e37a674192/131d0144-e546-4ec6-a659-c7b124d7c441/QJCrNdYfOi3cTZs9gbM_bQJWD98.jpg","https://platform.cstatic-images.com/large/in/v2/ac94c4c8-df67-599e-9860-f2e37a674192/131d0144-e546-4ec6-a659-c7b124d7c441/57kJ_t5UPXzb34V-9CDDhjI6thQ.jpg","$54,994","27,840 mi.","Est. $1,010/mo","https://www.cars.com/vehicledetail/c7a7bf01-3b26-444b-a6a8-dae63cd47817/","Used 2024 Lexus RX 350 Premium Plus","Fair Deal","Price LeBlanc Lexus","4.8","Baton Rouge, LA (1,805 mi)","",""
